PR_Number,PR_Title,Comment,Sentiment,Score,Model
1719,document env variables in CLI reference,"> @Omar8345 You changed the formatting of `screenpipe-app-tauri/tsconfig.json` Please fix it.

oh god my prettifier thingy lmao",negative,0.5902953743934631,roberta_cardiff
1719,document env variables in CLI reference,"@divanshu-go `CUSTOM_DEEPGRAM_API_TOKEN` this is optional, only required when using Deepgram for live transcription uhm?",neutral,0.7717220783233643,roberta_cardiff
1719,document env variables in CLI reference,@Omar8345 yes !,neutral,0.711125373840332,roberta_cardiff
1719,document env variables in CLI reference,"@divanshu-go done :heart: - sorry for the trouble as I'm not used to OSS contributing because I rarely do so & I'm new to screenpipe, love the software tho

also do you have any idea if payouts to PayPal is possible since Algora needs Stripe & I don't have it - please confirm with me before proceeding with bounty",neutral,0.3880985379219055,roberta_cardiff
1719,document env variables in CLI reference,@divanshu-go please let me know if there's something more,neutral,0.876762330532074,roberta_cardiff
1719,document env variables in CLI reference,"@divanshu-go Fixed it, I used a comment in MDX (`{/* ENVIRONMENT VARIABLES WILL AUTOMATICALLY POPULATE HERE */}`) which will surround the populated text so it knows where to replace the new text. I tested it and it's good.",neutral,0.5042675733566284,roberta_cardiff
1719,document env variables in CLI reference,"@Omar8345 Why are doing this again and again ?
![image](https://github.com/user-attachments/assets/caaf79bf-49c6-4085-8aae-6cdeee304ff2)
",negative,0.834052324295044,roberta_cardiff
1719,document env variables in CLI reference,"@divanshu-go I believed I fixed it, here again

now its confirmed to be fixed ",neutral,0.5895133018493652,roberta_cardiff
1719,document env variables in CLI reference,"@divanshu-go @louis030195 please update
",neutral,0.8582609295845032,roberta_cardiff
1719,document env variables in CLI reference,"Hi @Omar8345,
Kindly avoid repeatedly pinging us. @louis030195 will review your PR when he has the time.

Please understand that reviews can't be rushed or forced — we appreciate your patience.
Also, I've already contributed several reviews to this PR.",neutral,0.7756711840629578,roberta_cardiff
1719,document env variables in CLI reference,@louis030195 Please update.,neutral,0.8583570122718811,roberta_cardiff
1719,document env variables in CLI reference,can I have some estimate please,neutral,0.8006179928779602,roberta_cardiff
1719,document env variables in CLI reference,"@divanshu-go @louis030195 this Pull Request has been waiting for almost a month! please do something

cc @neo773 ",negative,0.48424801230430603,roberta_cardiff
1719,document env variables in CLI reference,"@Omar8345 I understand the wait can be frustrating, and we appreciate your enthusiasm. Just to clarify, the merge decision is with @louis030195 since he's the maintainer. Unfortunately, we can't speed that up on our end. Thanks again for your patience and contribution.

",neutral,0.5279843807220459,roberta_cardiff
1719,document env variables in CLI reference,this is very bloated and beyond the scope of the issue ,negative,0.884725034236908,roberta_cardiff
1719,document env variables in CLI reference,"@louis030195 please clarify what needs to be changed

I already simply documented the envs into the documentation immediately but such implementation was requested and therefore implemented.",neutral,0.8374846577644348,roberta_cardiff
1717,fix cmake compile time errors,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1718)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",neutral,0.7742969989776611,roberta_cardiff
1717,fix cmake compile time errors,"```zsh

    Finished `release` profile [optimized] target(s) in 15m 19s
➜  screenpipe git:(cmake) cmake --version
cmake version 4.0.1

CMake suite maintained and supported by Kitware (kitware.com/cmake).
➜  screenpipe git:(cmake) 

```",neutral,0.8804132342338562,roberta_cardiff
1717,fix cmake compile time errors,@louis030195 are there any required chnages for this PR ?,neutral,0.9422271847724915,roberta_cardiff
1711,revert libsamplerate cause it fails build,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1712)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",neutral,0.7694698572158813,roberta_cardiff
1711,revert libsamplerate cause it fails build,"this is still won't fix the compilation error of `libsamplerate` 

the issue is with cmake version and adding this line will fix the issue:
```rust
        .define(""CMAKE_POLICY_VERSION_MINIMUM"", ""3.5"");
```

here: https://github.com/Prior99/libsamplerate-sys/blob/e4461748f110a7687cfb7340311b43bd79310199/build.rs#L9

also in `rust-samplerate` there is need to update the `libsamplerate`

maybe @louis030195 should fork these repos, would be better for future updates
https://github.com/Prior99/rust-samplerate.git
https://github.com/Prior99/libsamplerate-sys



",negative,0.5662621259689331,roberta_cardiff
1711,revert libsamplerate cause it fails build,"@tribhuwan-kumar I know that this PR not a fix to that issue 

My PR just revert the commit so that the build works on windows

BTW instead of doing      ```   .define(""CMAKE_POLICY_VERSION_MINIMUM"", ""3.5""); ```

we should instead edit this line and change the version number to ```3.16```
 ```cmake_minimum_required(VERSION 3.16)```
 
 this is because https://github.com/libsndfile/libsamplerate/commit/15c392d47e71b9395a759544b3818a1235fe1a1d
 
 also we will need to do  this thing in the following repo (some might have git-module which has the cmake thing)
 
 https://github.com/Prior99/rust-samplerate.git
https://github.com/Prior99/libsamplerate-sys
https://github.com/divanshu-go/knf-rs
https://github.com/thewh1teagle/vad-rs
https://github.com/tazz4843/whisper-rs

`ALL OF THESE REPO DEPEND ON CMAKE `

they have circular dependencies over each other and therefore this is more bigger issue and needs to be solved (also making sure we revert the code chnages in these repo that we dont need for now using ```git revert```)",neutral,0.5002413988113403,roberta_cardiff
1708,fix compilation error due to cmake version,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1709)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",neutral,0.7723882794380188,roberta_cardiff
1704,Improve notion pipe,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1705)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",neutral,0.774593710899353,roberta_cardiff
1704,Improve notion pipe,/approve ,neutral,0.8669883012771606,roberta_cardiff
1701,Update copyright year in LICENSE.md,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1702)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",neutral,0.7706230282783508,roberta_cardiff
1696,window UI Automation (wip),"@Rutik7066 is attempting to deploy a commit to the **louis030195's projects** Team on [Vercel](https://vercel.com).

A member of the Team first needs to [authorize it](https://vercel.com/git/authorize?team=louis030195's%20projects&type=github&job=%7B%22headInfo%22%3A%7B%22sha%22%3A%22fabf4de8f1efd3f5b08ae5f233b8cb39ec47b8c2%22%7D%2C%22id%22%3A%22QmaCdN1cVWPTNf11jjWKMuY312U1H5zrT3dwQKuAWVVEpE%22%2C%22org%22%3A%22mediar-ai%22%2C%22prId%22%3A1696%2C%22repo%22%3A%22screenpipe%22%7D).

",neutral,0.9049739241600037,roberta_cardiff
1696,window UI Automation (wip),"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1697)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",neutral,0.7773510813713074,roberta_cardiff
1694,feat: windows ui automation,"Someone is attempting to deploy a commit to the **louis030195's projects** Team on [Vercel](https://vercel.com).

A member of the Team first needs to [authorize it](https://vercel.com/git/authorize?team=louis030195's%20projects&type=github&job=%7B%22headInfo%22%3A%7B%22sha%22%3A%227546870caf2876fd0150c63ee0087b42286c84c6%22%7D%2C%22id%22%3A%22QmfZNUbHyNsUCxGXFnM8oaBZ6ZnrMFT81VDuxR2H9K1Aay%22%2C%22org%22%3A%22mediar-ai%22%2C%22prId%22%3A1694%2C%22repo%22%3A%22screenpipe%22%7D).

",neutral,0.8814125657081604,roberta_cardiff
1694,feat: windows ui automation,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1695)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",neutral,0.777457058429718,roberta_cardiff
1694,feat: windows ui automation,"nice!

whats the status?",positive,0.885668933391571,roberta_cardiff
1694,feat: windows ui automation,"> nice!
> 
> whats the status?

need to 2 more methods,

& windows doesn't support hover automation",neutral,0.6742215752601624,roberta_cardiff
1694,feat: windows ui automation,any recs i can test easily on my windows machine?,neutral,0.7183670997619629,roberta_cardiff
1694,feat: windows ui automation,"> any recs i can test easily on my windows machine?

should i write test?
or you can test by doing reqs on these endpoints

https://github.com/mediar-ai/screenpipe/blob/e0949a9c3fc7906a4c31587fd8f08abdfa6afefe/screenpipe-server/src/server.rs#L1156",neutral,0.8334313035011292,roberta_cardiff
1694,feat: windows ui automation,"@tribhuwan-kumar maybe just add a file in examples that let me try different things with operator, simple, mostly because i cannot compile the monorepo due to audio issue on my windows ",negative,0.5172491669654846,roberta_cardiff
1694,feat: windows ui automation,"> @tribhuwan-kumar maybe just add a file in examples that let me try different things with operator, simple, mostly because i cannot compile the monorepo due to audio issue on my windows

sure!
",neutral,0.621087908744812,roberta_cardiff
1694,feat: windows ui automation,"related for later 

https://github.com/mediar-ai/ui-events",neutral,0.8983467817306519,roberta_cardiff
1694,feat: windows ui automation,"tested on my windows - looks good

maybe can you implement some unit tests? and let's try to have clearer idea of what works / what's missing ",neutral,0.6244046688079834,roberta_cardiff
1694,feat: windows ui automation,"/approve 

merging for now, but can you finish with?

> tested on my windows - looks good
> 
> maybe can you implement some unit tests? and let's try to have clearer idea of what works / what's missing

",neutral,0.7386054396629333,roberta_cardiff
1694,feat: windows ui automation,"> /approve 
> 
> merging for now, but can you finish with?
> 
> > tested on my windows - looks good
> > 
> > maybe can you implement some unit tests? and let's try to have clearer idea of what works / what's missing
> 
> 

sure!!",neutral,0.6220484972000122,roberta_cardiff
1694,feat: windows ui automation,"@louis030195 

how are you expecting the tests should be?
like you modified the example based on the simulation rather than evaluating the output values. 
so i think the tests should also define by simulating ui elements

wdyt?",neutral,0.7047959566116333,roberta_cardiff
1690,"fix: killing backend in linux, it shouldn't kill the app","@tribhuwan-kumar is attempting to deploy a commit to the **louis030195's projects** Team on [Vercel](https://vercel.com).

A member of the Team first needs to [authorize it](https://vercel.com/git/authorize?team=louis030195's%20projects&type=github&job=%7B%22headInfo%22%3A%7B%22sha%22%3A%2249fc2d0368db771a02545ce7801e9bd0398b8103%22%7D%2C%22id%22%3A%22QmRNqdKj5Kz2p188wkJhPNhjbS2oPcysGzcnXSaBjrrd2G%22%2C%22org%22%3A%22mediar-ai%22%2C%22prId%22%3A1690%2C%22repo%22%3A%22screenpipe%22%7D).

",neutral,0.9099584817886353,roberta_cardiff
1690,"fix: killing backend in linux, it shouldn't kill the app","
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1691)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",neutral,0.7785621285438538,roberta_cardiff
1690,"fix: killing backend in linux, it shouldn't kill the app","@tribhuwan-kumar 

thanks for asking !

![Image](https://github.com/user-attachments/assets/d7b42f3f-e9ae-4f83-be50-3a7cb77927ef)

https://github.com/user-attachments/assets/49e9adb0-3950-46ee-a398-3db20138dacb



# Result
--> Works as Expected !

",positive,0.6311033964157104,roberta_cardiff
1690,"fix: killing backend in linux, it shouldn't kill the app","@divanshu-go 

thanks for the test, that's the expected behavior!! 

cc: @louis030195 ",positive,0.5515875816345215,roberta_cardiff
1690,"fix: killing backend in linux, it shouldn't kill the app",thanks all!,positive,0.973168671131134,roberta_cardiff
1688,feat: support for active Browser URL detection in linux,"@divanshu-go is attempting to deploy a commit to the **louis030195's projects** Team on [Vercel](https://vercel.com).

A member of the Team first needs to [authorize it](https://vercel.com/git/authorize?team=louis030195's%20projects&type=github&job=%7B%22headInfo%22%3A%7B%22sha%22%3A%228b39cabfd97bbd53015500aa427cc023ff261b64%22%7D%2C%22id%22%3A%22Qmf8yi9qBjZFqzcFScQiaxG4PMEy8TN7UjDgRpGHti3Vq9%22%2C%22org%22%3A%22mediar-ai%22%2C%22prId%22%3A1688%2C%22repo%22%3A%22screenpipe%22%7D).

",neutral,0.9018701314926147,roberta_cardiff
1688,feat: support for active Browser URL detection in linux,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1689)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",neutral,0.7728946805000305,roberta_cardiff
1688,feat: support for active Browser URL detection in linux,"@louis030195 

Arc Browser isn’t available on Linux yet, 

",neutral,0.5683860778808594,roberta_cardiff
1688,feat: support for active Browser URL detection in linux,"# Works on all major Browser

## 1. Firefox 

![image](https://github.com/user-attachments/assets/bcd3ecc9-21dd-4027-b091-d7d6b977731a)


## 2. Google Chrome

![image](https://github.com/user-attachments/assets/5b1a7d09-f653-428c-8c13-3e6ad3edaa02)


## 3. Chromium

![image](https://github.com/user-attachments/assets/950fc4a5-de31-4fb9-96a3-add9e294cae5)


## 4. Brave

![image](https://github.com/user-attachments/assets/aea339b3-4155-41d7-a480-ce3d98c92856)


## 5. Opera

![image](https://github.com/user-attachments/assets/95e0a6d2-0eaa-40bc-9008-ae5177ffede4)

## 6. Microsoft Edge

![image](https://github.com/user-attachments/assets/5c3889fa-c3f0-4bc4-99a7-8a892cffebdb)


## 7. Vivaldi

![image](https://github.com/user-attachments/assets/3333f467-812b-412d-81c4-d5429ea0fd22)
",neutral,0.709507405757904,roberta_cardiff
1688,feat: support for active Browser URL detection in linux,@louis030195 are there any other changes required for this PR ?,neutral,0.9497256875038147,roberta_cardiff
1688,feat: support for active Browser URL detection in linux,"yes - someone to test this, i cannot / wont test myself",neutral,0.5538311004638672,roberta_cardiff
1688,feat: support for active Browser URL detection in linux,@tribhuwan-kumar can you please test this one ?,neutral,0.9150974750518799,roberta_cardiff
1688,feat: support for active Browser URL detection in linux,"> @tribhuwan-kumar can you please test this one ?

sure, let me test it!",neutral,0.7165265083312988,roberta_cardiff
1688,feat: support for active Browser URL detection in linux,"@louis030195 I tested it on my Kali Linux (KDE PLASMA)

```
2025-04-09T19:57:00.603526Z DEBUG screenpipe_vision::browser_utils::linux: Found browser process with PID: 6205
2025-04-09T19:57:00.604179Z DEBUG screenpipe_vision::browser_utils::linux: Found matching frame by title: mediar-ai/screenpipe: AI app store powered by 24/7 desktop history. open source | 100% local | dev friendly | 24/7 screen, mic recording — Mozilla Firefox
2025-04-09T19:57:00.604669Z DEBUG screenpipe_vision::browser_utils::linux: Found DocumentWeb with valid URL: https://github.com/mediar-ai/screenpipe
2025-04-09T19:57:00.604794Z DEBUG screenpipe_vision::browser_utils::linux: Found URL: https://github.com/mediar-ai/screenpipe

```

this one is from firefox",neutral,0.7751498222351074,roberta_cardiff
1688,feat: support for active Browser URL detection in linux," ```
2025-04-09T22:04:29.452031Z ERROR screenpipe_vision::browser_utils::linux: Error finding browser process: No browser process found with PID 1896239
```

![image](https://github.com/user-attachments/assets/7ece1bc1-161c-4632-9f9e-f7e2bd8f84c4)


i'm getting this error even tho pid is valid

![image](https://github.com/user-attachments/assets/1cc7a941-6c8c-4010-a64c-26277ab35303)

cc: @divanshu-go ",negative,0.5151605606079102,roberta_cardiff
1688,feat: support for active Browser URL detection in linux,"@louis030195 I tested it for chromium browser

```
2025-04-09T22:18:58.451901Z DEBUG screenpipe_vision::browser_utils::linux: Found browser process with PID: 26425
2025-04-09T22:18:58.452734Z DEBUG screenpipe_vision::browser_utils::linux: Found matching frame by title: Chromium Docs - Tips for debugging on Linux - Chromium
2025-04-09T22:18:58.454093Z DEBUG screenpipe_vision::browser_utils::linux: Found DocumentWeb with valid URL: https://chromium.googlesource.com/chromium/src/+/HEAD/docs/linux/debugging.md
2025-04-09T22:18:58.454597Z DEBUG screenpipe_vision::browser_utils::linux: Found URL: https://chromium.googlesource.com/chromium/src/+/HEAD/docs/linux/debugging.md

```
",neutral,0.7786313891410828,roberta_cardiff
1688,feat: support for active Browser URL detection in linux,"@tribhuwan-kumar I think you need to kill that pid 

reason -->  browsers reads the following value
 ```bash
 dbus-send --print-reply --type=method_call --dest=org.a11y.Bus /org/a11y/bus org.freedesktop.DBus.Properties.Set string:org.a11y.Status string:IsEnabled variant:boolean:true
 ```

and then they start appearing on atspi tree

https://stackoverflow.com/questions/65946258/firefox-at-spi-support-in-ubuntu",neutral,0.6274023652076721,roberta_cardiff
1688,feat: support for active Browser URL detection in linux,"> @tribhuwan-kumar I think you need to kill that pid 
> 
> reason -->  browsers reads the following value
>  ```bash
>  dbus-send --print-reply --type=method_call --dest=org.a11y.Bus /org/a11y/bus org.freedesktop.DBus.Properties.Set string:org.a11y.Status string:IsEnabled variant:boolean:true
>  ```
> 
> and then they start appearing on atspi tree
> 
> https://stackoverflow.com/questions/65946258/firefox-at-spi-support-in-ubuntu

maybe you're right! but I can't test right now. my linux laptop isn't charging, idk why

also you've already tested it & it seems working fine. I think louis should merge it!",negative,0.5653333067893982,roberta_cardiff
1688,feat: support for active Browser URL detection in linux,@louis030195 Do you need more testing ?,neutral,0.8954347372055054,roberta_cardiff
1688,feat: support for active Browser URL detection in linux,nice!,positive,0.9385120868682861,roberta_cardiff
1688,feat: support for active Browser URL detection in linux,/tip $100 @divanshu-go ,neutral,0.8363005518913269,roberta_cardiff
1688,feat: support for active Browser URL detection in linux,🎉🎈 @divanshu-go has been awarded **$100** by **Screenpi.pe**! 🎈🎊,positive,0.9709250330924988,roberta_cardiff
1686,fix: Linux Intergration Test,"@divanshu-go is attempting to deploy a commit to the **louis030195's projects** Team on [Vercel](https://vercel.com).

A member of the Team first needs to [authorize it](https://vercel.com/git/authorize?team=louis030195's%20projects&type=github&job=%7B%22headInfo%22%3A%7B%22sha%22%3A%22abbedf29a1adcad26280aded65816e6ccb363d28%22%7D%2C%22id%22%3A%22QmaMnHNSC5d3w1xifPnSfweFz823fpmdx58Ud4cUY8uYdb%22%2C%22org%22%3A%22mediar-ai%22%2C%22prId%22%3A1686%2C%22repo%22%3A%22screenpipe%22%7D).

",neutral,0.8993209004402161,roberta_cardiff
1686,fix: Linux Intergration Test,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1687)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",neutral,0.7803410887718201,roberta_cardiff
1686,fix: Linux Intergration Test,nice,positive,0.6833009123802185,roberta_cardiff
1684,fix: syntax error in install.ps1,"@divanshu-go is attempting to deploy a commit to the **louis030195's projects** Team on [Vercel](https://vercel.com).

A member of the Team first needs to [authorize it](https://vercel.com/git/authorize?team=louis030195's%20projects&type=github&job=%7B%22headInfo%22%3A%7B%22sha%22%3A%221786835b589118e30293b4fa61a80b7be6662f59%22%7D%2C%22id%22%3A%22QmPKXiJHFU8KrKHFVYuiZzgc3xhqDszBugfxrXHNCa4QsT%22%2C%22org%22%3A%22mediar-ai%22%2C%22prId%22%3A1684%2C%22repo%22%3A%22screenpipe%22%7D).

",neutral,0.9040207266807556,roberta_cardiff
1684,fix: syntax error in install.ps1,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1685)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",neutral,0.7756975293159485,roberta_cardiff
1684,fix: syntax error in install.ps1,thx,positive,0.6683067679405212,roberta_cardiff
1683,Add: Client screenshot to server,"@rhysqi is attempting to deploy a commit to the **louis030195's projects** Team on [Vercel](https://vercel.com).

A member of the Team first needs to [authorize it](https://vercel.com/git/authorize?team=louis030195's%20projects&type=github&job=%7B%22headInfo%22%3A%7B%22sha%22%3A%22d0ba701ffae290008b8f113302ee99b78f9a7769%22%7D%2C%22id%22%3A%22QmcDyitaGfdVZWy4j6S32raumrAXmPxQ2DsKcSfHrWRut5%22%2C%22org%22%3A%22mediar-ai%22%2C%22prId%22%3A1683%2C%22repo%22%3A%22screenpipe%22%7D).

",neutral,0.9051161408424377,roberta_cardiff
1683,Add: Client screenshot to server,"how do i test with my own server?

like with domain name and password stuff ",neutral,0.836243212223053,roberta_cardiff
1683,Add: Client screenshot to server,"You need to enable FTP on the server. You can enable it from `Turn Windows Features on and off` on the Windows server.
![image](https://github.com/user-attachments/assets/3ebfb0a1-f2d9-46db-af3b-49ddc16e487a)

After that, you can start and check FTP services from powershell as administrator using this command on the Windows Server
![image](https://github.com/user-attachments/assets/cd9467d4-48ab-4fb9-8e77-c873b271165b)

Don't forget to allow user for using FTP from Internet Information Service (IIS)
![image](https://github.com/user-attachments/assets/43fbc694-dc6b-4cea-b374-6f02ad7525ae)

After all are ready, we can go to the next step for sending screenshot to the Windows Server. This is provided example from my devices.
![image](https://github.com/user-attachments/assets/6e30d35a-a8de-435a-ad2d-3bd51409c760)

This is provided binary for test the program
[Program.zip](https://github.com/user-attachments/files/19473173/Program.zip)
",neutral,0.7909918427467346,roberta_cardiff
1683,Add: Client screenshot to server,"Hi @louis030195, is there any specific constraint that you encounter with? If so, may i help you to with it? I'm just doing follow up and need to know my PR progress after more than 3 days.",neutral,0.8483145833015442,roberta_cardiff
1683,Add: Client screenshot to server,can you share environment i can test this? like VMs and stuff,neutral,0.9344562292098999,roberta_cardiff
1683,Add: Client screenshot to server,"Ok, we can test it using DriveHQ. Can I send credentials via your Discord DM?",neutral,0.8366668820381165,roberta_cardiff
1683,Add: Client screenshot to server,@louis030195 i've already sent it to your discord DM for testing stuff. Please check it soon.,neutral,0.8412727117538452,roberta_cardiff
1683,Add: Client screenshot to server,@louis030195 had you test it? Just checking my PR progress if there is any problem there.,neutral,0.7751736044883728,roberta_cardiff
1683,Add: Client screenshot to server,"@louis030195 It's already been a weeks. Does this solution approved?
If this solution not acceptable, please tell me why it's not approved. ",negative,0.8325748443603516,roberta_cardiff
1683,Add: Client screenshot to server,@louis030195 ?,neutral,0.8541608452796936,roberta_cardiff
1683,Add: Client screenshot to server,"> @louis030195 ?

there is still no answer from the author.",negative,0.5897073149681091,roberta_cardiff
1683,Add: Client screenshot to server,"work is too low quality, wasting my time ",negative,0.9349863529205322,roberta_cardiff
1681,Compute use nextjs,"[vc]: #+iH115x/EPyrXekqVMhk+5QdKZKx5efCREhpgey46Ao=:eyJpc01vbm9yZXBvIjp0cnVlLCJ0eXBlIjoiZ2l0aHViIiwicHJvamVjdHMiOlt7Im5hbWUiOiJzY3JlZW5waXBlIiwibGl2ZUZlZWRiYWNrIjp7InJlc29sdmVkIjowLCJ1bnJlc29sdmVkIjowLCJ0b3RhbCI6MCwibGluayI6InNjcmVlbnBpcGUtZ2l0LWNvbXB1dGUtdXNlLW5leHRqcy1sb3VpczAzMDE5NXMtcHJvamVjdHMudmVyY2VsLmFwcCJ9LCJpbnNwZWN0b3JVcmwiOiJodHRwczovL3ZlcmNlbC5jb20vbG91aXMwMzAxOTVzLXByb2plY3RzL3NjcmVlbnBpcGUvQ3g3S2QyR1lSbTVYaGdXa25rQUNyRFdOaVdqMyIsInByZXZpZXdVcmwiOiJzY3JlZW5waXBlLWdpdC1jb21wdXRlLXVzZS1uZXh0anMtbG91aXMwMzAxOTVzLXByb2plY3RzLnZlcmNlbC5hcHAiLCJuZXh0Q29tbWl0U3RhdHVzIjoiREVQTE9ZRUQiLCJyb290RGlyZWN0b3J5IjoiY29udGVudC9kb2NzIn1dfQ==
**The latest updates on your projects**. Learn more about [Vercel for Git ↗︎](https://vercel.link/github-learn-more)

| Name | Status | Preview | Comments | Updated (UTC) |
| :--- | :----- | :------ | :------- | :------ |
| **screenpipe** | ✅ Ready ([Inspect](https://vercel.com/louis030195s-projects/screenpipe/Cx7Kd2GYRm5XhgWknkACrDWNiWj3)) | [Visit Preview](https://screenpipe-git-compute-use-nextjs-louis030195s-projects.vercel.app) | 💬 [**Add feedback**](https://vercel.live/open-feedback/screenpipe-git-compute-use-nextjs-louis030195s-projects.vercel.app?via=pr-comment-feedback-link) | Mar 26, 2025 2:19am |

",neutral,0.7804383635520935,roberta_cardiff
1681,Compute use nextjs,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1682)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",neutral,0.778150737285614,roberta_cardiff
1678,Control computer,"[vc]: #Fz99IcRdEHg8nx7+P8RHxLndCPIVEh2yIhg5OfG5/RA=:eyJpc01vbm9yZXBvIjp0cnVlLCJ0eXBlIjoiZ2l0aHViIiwicHJvamVjdHMiOlt7Im5hbWUiOiJzY3JlZW5waXBlIiwiaW5zcGVjdG9yVXJsIjoiaHR0cHM6Ly92ZXJjZWwuY29tL2xvdWlzMDMwMTk1cy1wcm9qZWN0cy9zY3JlZW5waXBlL0dTQW05dFpEYjdIaGhacjRjdU5xa2UxamZkbXUiLCJwcmV2aWV3VXJsIjoic2NyZWVucGlwZS1naXQtY29udHJvbC1jb21wdXRlci1sb3VpczAzMDE5NXMtcHJvamVjdHMudmVyY2VsLmFwcCIsIm5leHRDb21taXRTdGF0dXMiOiJERVBMT1lFRCIsImxpdmVGZWVkYmFjayI6eyJyZXNvbHZlZCI6MCwidW5yZXNvbHZlZCI6MCwidG90YWwiOjAsImxpbmsiOiJzY3JlZW5waXBlLWdpdC1jb250cm9sLWNvbXB1dGVyLWxvdWlzMDMwMTk1cy1wcm9qZWN0cy52ZXJjZWwuYXBwIn0sInJvb3REaXJlY3RvcnkiOiJjb250ZW50L2RvY3MifV19
**The latest updates on your projects**. Learn more about [Vercel for Git ↗︎](https://vercel.link/github-learn-more)

| Name | Status | Preview | Comments | Updated (UTC) |
| :--- | :----- | :------ | :------- | :------ |
| **screenpipe** | ✅ Ready ([Inspect](https://vercel.com/louis030195s-projects/screenpipe/GSAm9tZDb7HhhZr4cuNqke1jfdmu)) | [Visit Preview](https://screenpipe-git-control-computer-louis030195s-projects.vercel.app) | 💬 [**Add feedback**](https://vercel.live/open-feedback/screenpipe-git-control-computer-louis030195s-projects.vercel.app?via=pr-comment-feedback-link) | Mar 25, 2025 5:11pm |

",neutral,0.7918275594711304,roberta_cardiff
1678,Control computer,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1679)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",neutral,0.7746972441673279,roberta_cardiff
1675,fix: improve benchmarks and handle platform-specific code,"@divanshu-go is attempting to deploy a commit to the **louis030195's projects** Team on [Vercel](https://vercel.com).

A member of the Team first needs to [authorize it](https://vercel.com/git/authorize?team=louis030195's%20projects&type=github&job=%7B%22headInfo%22%3A%7B%22sha%22%3A%222dfbc04eb04cb5831290735a4a21ba6ef41bf33b%22%7D%2C%22id%22%3A%22Qmd7LHTPhjJZAJuU3vpp9whyPdvRewK29nURUYVZCmiZiR%22%2C%22org%22%3A%22mediar-ai%22%2C%22prId%22%3A1675%2C%22repo%22%3A%22screenpipe%22%7D).

",neutral,0.9010962843894958,roberta_cardiff
1675,fix: improve benchmarks and handle platform-specific code,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1676)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",neutral,0.7762628197669983,roberta_cardiff
1675,fix: improve benchmarks and handle platform-specific code,"Hey @louis030195, this issue was preventing cargo clippy, fmt, udeps, and several other commands from running on non-macOS hardware.",negative,0.6905727386474609,roberta_cardiff
1675,fix: improve benchmarks and handle platform-specific code,thx,positive,0.6683067679405212,roberta_cardiff
