PR_Number,PR_Title,Comment,Sentiment,Score
1719,document env variables in CLI reference,"@Omar8345 Why are doing this again and again ?
![image](https://github.com/user-attachments/assets/caaf79bf-49c6-4085-8aae-6cdeee304ff2)
",NEGATIVE,0.9973777532577515
1719,document env variables in CLI reference,"@divanshu-go I believed I fixed it, here again

now its confirmed to be fixed ",NEGATIVE,0.9877324104309082
1719,document env variables in CLI reference,"@divanshu-go @louis030195 please update
",POSITIVE,0.9748801589012146
1719,document env variables in CLI reference,"Hi @Omar8345,
Kindly avoid repeatedly pinging us. @louis030195 will review your PR when he has the time.

Please understand that reviews can't be rushed or forced — we appreciate your patience.
Also, I've already contributed several reviews to this PR.",POSITIVE,0.9965381622314453
1719,document env variables in CLI reference,@louis030195 Please update.,POSITIVE,0.9910382032394409
1719,document env variables in CLI reference,can I have some estimate please,POSITIVE,0.7083307504653931
1719,document env variables in CLI reference,"@divanshu-go @louis030195 this Pull Request has been waiting for almost a month! please do something

cc @neo773 ",NEGATIVE,0.968479573726654
1719,document env variables in CLI reference,"@Omar8345 I understand the wait can be frustrating, and we appreciate your enthusiasm. Just to clarify, the merge decision is with @louis030195 since he's the maintainer. Unfortunately, we can't speed that up on our end. Thanks again for your patience and contribution.

",POSITIVE,0.9970244765281677
1719,document env variables in CLI reference,this is very bloated and beyond the scope of the issue ,NEGATIVE,0.9993532299995422
1719,document env variables in CLI reference,"@louis030195 please clarify what needs to be changed

I already simply documented the envs into the documentation immediately but such implementation was requested and therefore implemented.",NEGATIVE,0.9639977216720581
1717,fix cmake compile time errors,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1718)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",NEGATIVE,0.9952869415283203
1717,fix cmake compile time errors,"```zsh

    Finished `release` profile [optimized] target(s) in 15m 19s
➜  screenpipe git:(cmake) cmake --version
cmake version 4.0.1

CMake suite maintained and supported by Kitware (kitware.com/cmake).
➜  screenpipe git:(cmake) 

```",NEGATIVE,0.9983933568000793
1717,fix cmake compile time errors,@louis030195 are there any required chnages for this PR ?,NEGATIVE,0.9990314245223999
1711,revert libsamplerate cause it fails build,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1712)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",NEGATIVE,0.9957253932952881
1711,revert libsamplerate cause it fails build,"this is still won't fix the compilation error of `libsamplerate` 

the issue is with cmake version and adding this line will fix the issue:
```rust
        .define(""CMAKE_POLICY_VERSION_MINIMUM"", ""3.5"");
```

here: https://github.com/Prior99/libsamplerate-sys/blob/e4461748f110a7687cfb7340311b43bd79310199/build.rs#L9

also in `rust-samplerate` there is need to update the `libsamplerate`

maybe @louis030195 should fork these repos, would be better for future updates
https://github.com/Prior99/rust-samplerate.git
https://github.com/Prior99/libsamplerate-sys



",NEGATIVE,0.9995365142822266
1711,revert libsamplerate cause it fails build,"@tribhuwan-kumar I know that this PR not a fix to that issue 

My PR just revert the commit so that the build works on windows

BTW instead of doing      ```   .define(""CMAKE_POLICY_VERSION_MINIMUM"", ""3.5""); ```

we should instead edit this line and change the version number to ```3.16```
 ```cmake_minimum_required(VERSION 3.16)```
 
 this is because https://github.com/libsndfile/libsamplerate/commit/15c392d47e71b9395a759544b3818a1235fe1a1d
 
 also we will need to do  this thing in the following repo (some might have git-module which has the cmake thing)
 
 https://github.com/Prior99/rust-samplerate.git
https://github.com/Prior99/libsamplerate-sys
https://github.com/divanshu-go/knf-rs
https://github.com/thewh1teagle/vad-rs
https://github.com/tazz4843/whisper-rs

`ALL OF THESE REPO DEPEND ON CMAKE `

they have circular dependencies over each other and therefore this is more bigger issue and needs to be solved (also making sure we revert the code chnages in these repo that we dont need for now using ```git revert```)",NEGATIVE,0.9994949102401733
1708,fix compilation error due to cmake version,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1709)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",NEGATIVE,0.9954711198806763
1704,Improve notion pipe,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1705)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",NEGATIVE,0.995537281036377
1704,Improve notion pipe,/approve ,POSITIVE,0.9953932762145996
1701,Update copyright year in LICENSE.md,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1702)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",NEGATIVE,0.9952055215835571
1696,window UI Automation (wip),"@Rutik7066 is attempting to deploy a commit to the **louis030195's projects** Team on [Vercel](https://vercel.com).

A member of the Team first needs to [authorize it](https://vercel.com/git/authorize?team=louis030195's%20projects&type=github&job=%7B%22headInfo%22%3A%7B%22sha%22%3A%22fabf4de8f1efd3f5b08ae5f233b8cb39ec47b8c2%22%7D%2C%22id%22%3A%22QmaCdN1cVWPTNf11jjWKMuY312U1H5zrT3dwQKuAWVVEpE%22%2C%22org%22%3A%22mediar-ai%22%2C%22prId%22%3A1696%2C%22repo%22%3A%22screenpipe%22%7D).

",NEGATIVE,0.9979199767112732
1696,window UI Automation (wip),"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1697)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",NEGATIVE,0.9954599738121033
1694,feat: windows ui automation,"Someone is attempting to deploy a commit to the **louis030195's projects** Team on [Vercel](https://vercel.com).

A member of the Team first needs to [authorize it](https://vercel.com/git/authorize?team=louis030195's%20projects&type=github&job=%7B%22headInfo%22%3A%7B%22sha%22%3A%227546870caf2876fd0150c63ee0087b42286c84c6%22%7D%2C%22id%22%3A%22QmfZNUbHyNsUCxGXFnM8oaBZ6ZnrMFT81VDuxR2H9K1Aay%22%2C%22org%22%3A%22mediar-ai%22%2C%22prId%22%3A1694%2C%22repo%22%3A%22screenpipe%22%7D).

",NEGATIVE,0.9970966577529907
1694,feat: windows ui automation,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1695)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",NEGATIVE,0.9955182671546936
1694,feat: windows ui automation,"nice!

whats the status?",POSITIVE,0.9997307658195496
1694,feat: windows ui automation,"> nice!
> 
> whats the status?

need to 2 more methods,

& windows doesn't support hover automation",NEGATIVE,0.9456020593643188
1694,feat: windows ui automation,any recs i can test easily on my windows machine?,NEGATIVE,0.997230589389801
1694,feat: windows ui automation,"> any recs i can test easily on my windows machine?

should i write test?
or you can test by doing reqs on these endpoints

https://github.com/mediar-ai/screenpipe/blob/e0949a9c3fc7906a4c31587fd8f08abdfa6afefe/screenpipe-server/src/server.rs#L1156",NEGATIVE,0.9975144863128662
1694,feat: windows ui automation,"@tribhuwan-kumar maybe just add a file in examples that let me try different things with operator, simple, mostly because i cannot compile the monorepo due to audio issue on my windows ",NEGATIVE,0.9985024929046631
1694,feat: windows ui automation,"> @tribhuwan-kumar maybe just add a file in examples that let me try different things with operator, simple, mostly because i cannot compile the monorepo due to audio issue on my windows

sure!
",NEGATIVE,0.9978694915771484
1694,feat: windows ui automation,"related for later 

https://github.com/mediar-ai/ui-events",NEGATIVE,0.9919695258140564
1694,feat: windows ui automation,"tested on my windows - looks good

maybe can you implement some unit tests? and let's try to have clearer idea of what works / what's missing ",NEGATIVE,0.999665379524231
1694,feat: windows ui automation,"/approve 

merging for now, but can you finish with?

> tested on my windows - looks good
> 
> maybe can you implement some unit tests? and let's try to have clearer idea of what works / what's missing

",NEGATIVE,0.9930586814880371
1694,feat: windows ui automation,"> /approve 
> 
> merging for now, but can you finish with?
> 
> > tested on my windows - looks good
> > 
> > maybe can you implement some unit tests? and let's try to have clearer idea of what works / what's missing
> 
> 

sure!!",NEGATIVE,0.9773589372634888
1694,feat: windows ui automation,"@louis030195 

how are you expecting the tests should be?
like you modified the example based on the simulation rather than evaluating the output values. 
so i think the tests should also define by simulating ui elements

wdyt?",NEGATIVE,0.9991717338562012
1690,"fix: killing backend in linux, it shouldn't kill the app","@tribhuwan-kumar is attempting to deploy a commit to the **louis030195's projects** Team on [Vercel](https://vercel.com).

A member of the Team first needs to [authorize it](https://vercel.com/git/authorize?team=louis030195's%20projects&type=github&job=%7B%22headInfo%22%3A%7B%22sha%22%3A%2249fc2d0368db771a02545ce7801e9bd0398b8103%22%7D%2C%22id%22%3A%22QmRNqdKj5Kz2p188wkJhPNhjbS2oPcysGzcnXSaBjrrd2G%22%2C%22org%22%3A%22mediar-ai%22%2C%22prId%22%3A1690%2C%22repo%22%3A%22screenpipe%22%7D).

",NEGATIVE,0.997512936592102
1690,"fix: killing backend in linux, it shouldn't kill the app","
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1691)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",NEGATIVE,0.9948750138282776
1690,"fix: killing backend in linux, it shouldn't kill the app","@tribhuwan-kumar 

thanks for asking !

![Image](https://github.com/user-attachments/assets/d7b42f3f-e9ae-4f83-be50-3a7cb77927ef)

https://github.com/user-attachments/assets/49e9adb0-3950-46ee-a398-3db20138dacb



# Result
--> Works as Expected !

",POSITIVE,0.9949430823326111
1690,"fix: killing backend in linux, it shouldn't kill the app","@divanshu-go 

thanks for the test, that's the expected behavior!! 

cc: @louis030195 ",POSITIVE,0.9740714430809021
1690,"fix: killing backend in linux, it shouldn't kill the app",thanks all!,POSITIVE,0.9997816681861877
1688,feat: support for active Browser URL detection in linux,"@divanshu-go is attempting to deploy a commit to the **louis030195's projects** Team on [Vercel](https://vercel.com).

A member of the Team first needs to [authorize it](https://vercel.com/git/authorize?team=louis030195's%20projects&type=github&job=%7B%22headInfo%22%3A%7B%22sha%22%3A%228b39cabfd97bbd53015500aa427cc023ff261b64%22%7D%2C%22id%22%3A%22Qmf8yi9qBjZFqzcFScQiaxG4PMEy8TN7UjDgRpGHti3Vq9%22%2C%22org%22%3A%22mediar-ai%22%2C%22prId%22%3A1688%2C%22repo%22%3A%22screenpipe%22%7D).

",NEGATIVE,0.997766375541687
1688,feat: support for active Browser URL detection in linux,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1689)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",NEGATIVE,0.9955442547798157
1688,feat: support for active Browser URL detection in linux,"@louis030195 

Arc Browser isn’t available on Linux yet, 

",NEGATIVE,0.9967541098594666
1688,feat: support for active Browser URL detection in linux,"# Works on all major Browser

## 1. Firefox 

![image](https://github.com/user-attachments/assets/bcd3ecc9-21dd-4027-b091-d7d6b977731a)


## 2. Google Chrome

![image](https://github.com/user-attachments/assets/5b1a7d09-f653-428c-8c13-3e6ad3edaa02)


## 3. Chromium

![image](https://github.com/user-attachments/assets/950fc4a5-de31-4fb9-96a3-add9e294cae5)


## 4. Brave

![image](https://github.com/user-attachments/assets/aea339b3-4155-41d7-a480-ce3d98c92856)


## 5. Opera

![image](https://github.com/user-attachments/assets/95e0a6d2-0eaa-40bc-9008-ae5177ffede4)

## 6. Microsoft Edge

![image](https://github.com/user-attachments/assets/5c3889fa-c3f0-4bc4-99a7-8a892cffebdb)


## 7. Vivaldi

![image](https://github.com/user-attachments/assets/3333f467-812b-412d-81c4-d5429ea0fd22)
",NEGATIVE,0.9798089861869812
1688,feat: support for active Browser URL detection in linux,@louis030195 are there any other changes required for this PR ?,NEGATIVE,0.9987245202064514
1688,feat: support for active Browser URL detection in linux,"yes - someone to test this, i cannot / wont test myself",POSITIVE,0.7659035921096802
1688,feat: support for active Browser URL detection in linux,@tribhuwan-kumar can you please test this one ?,NEGATIVE,0.7359462976455688
1688,feat: support for active Browser URL detection in linux,"> @tribhuwan-kumar can you please test this one ?

sure, let me test it!",POSITIVE,0.9884358644485474
1688,feat: support for active Browser URL detection in linux,"@louis030195 I tested it on my Kali Linux (KDE PLASMA)

```
2025-04-09T19:57:00.603526Z DEBUG screenpipe_vision::browser_utils::linux: Found browser process with PID: 6205
2025-04-09T19:57:00.604179Z DEBUG screenpipe_vision::browser_utils::linux: Found matching frame by title: mediar-ai/screenpipe: AI app store powered by 24/7 desktop history. open source | 100% local | dev friendly | 24/7 screen, mic recording — Mozilla Firefox
2025-04-09T19:57:00.604669Z DEBUG screenpipe_vision::browser_utils::linux: Found DocumentWeb with valid URL: https://github.com/mediar-ai/screenpipe
2025-04-09T19:57:00.604794Z DEBUG screenpipe_vision::browser_utils::linux: Found URL: https://github.com/mediar-ai/screenpipe

```

this one is from firefox",NEGATIVE,0.9956648945808411
1688,feat: support for active Browser URL detection in linux," ```
2025-04-09T22:04:29.452031Z ERROR screenpipe_vision::browser_utils::linux: Error finding browser process: No browser process found with PID 1896239
```

![image](https://github.com/user-attachments/assets/7ece1bc1-161c-4632-9f9e-f7e2bd8f84c4)


i'm getting this error even tho pid is valid

![image](https://github.com/user-attachments/assets/1cc7a941-6c8c-4010-a64c-26277ab35303)

cc: @divanshu-go ",NEGATIVE,0.9990341663360596
1688,feat: support for active Browser URL detection in linux,"@louis030195 I tested it for chromium browser

```
2025-04-09T22:18:58.451901Z DEBUG screenpipe_vision::browser_utils::linux: Found browser process with PID: 26425
2025-04-09T22:18:58.452734Z DEBUG screenpipe_vision::browser_utils::linux: Found matching frame by title: Chromium Docs - Tips for debugging on Linux - Chromium
2025-04-09T22:18:58.454093Z DEBUG screenpipe_vision::browser_utils::linux: Found DocumentWeb with valid URL: https://chromium.googlesource.com/chromium/src/+/HEAD/docs/linux/debugging.md
2025-04-09T22:18:58.454597Z DEBUG screenpipe_vision::browser_utils::linux: Found URL: https://chromium.googlesource.com/chromium/src/+/HEAD/docs/linux/debugging.md

```
",NEGATIVE,0.993591845035553
1688,feat: support for active Browser URL detection in linux,"@tribhuwan-kumar I think you need to kill that pid 

reason -->  browsers reads the following value
 ```bash
 dbus-send --print-reply --type=method_call --dest=org.a11y.Bus /org/a11y/bus org.freedesktop.DBus.Properties.Set string:org.a11y.Status string:IsEnabled variant:boolean:true
 ```

and then they start appearing on atspi tree

https://stackoverflow.com/questions/65946258/firefox-at-spi-support-in-ubuntu",NEGATIVE,0.9990416169166565
1688,feat: support for active Browser URL detection in linux,"> @tribhuwan-kumar I think you need to kill that pid 
> 
> reason -->  browsers reads the following value
>  ```bash
>  dbus-send --print-reply --type=method_call --dest=org.a11y.Bus /org/a11y/bus org.freedesktop.DBus.Properties.Set string:org.a11y.Status string:IsEnabled variant:boolean:true
>  ```
> 
> and then they start appearing on atspi tree
> 
> https://stackoverflow.com/questions/65946258/firefox-at-spi-support-in-ubuntu

maybe you're right! but I can't test right now. my linux laptop isn't charging, idk why

also you've already tested it & it seems working fine. I think louis should merge it!",NEGATIVE,0.9965841770172119
1688,feat: support for active Browser URL detection in linux,@louis030195 Do you need more testing ?,NEGATIVE,0.9966033697128296
1688,feat: support for active Browser URL detection in linux,nice!,POSITIVE,0.999863862991333
1688,feat: support for active Browser URL detection in linux,/tip $100 @divanshu-go ,NEGATIVE,0.9633589386940002
1688,feat: support for active Browser URL detection in linux,🎉🎈 @divanshu-go has been awarded **$100** by **Screenpi.pe**! 🎈🎊,POSITIVE,0.7087264657020569
1686,fix: Linux Intergration Test,"@divanshu-go is attempting to deploy a commit to the **louis030195's projects** Team on [Vercel](https://vercel.com).

A member of the Team first needs to [authorize it](https://vercel.com/git/authorize?team=louis030195's%20projects&type=github&job=%7B%22headInfo%22%3A%7B%22sha%22%3A%22abbedf29a1adcad26280aded65816e6ccb363d28%22%7D%2C%22id%22%3A%22QmaMnHNSC5d3w1xifPnSfweFz823fpmdx58Ud4cUY8uYdb%22%2C%22org%22%3A%22mediar-ai%22%2C%22prId%22%3A1686%2C%22repo%22%3A%22screenpipe%22%7D).

",NEGATIVE,0.997576892375946
1686,fix: Linux Intergration Test,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1687)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",NEGATIVE,0.9948720335960388
1686,fix: Linux Intergration Test,nice,POSITIVE,0.9998552799224854
1684,fix: syntax error in install.ps1,"@divanshu-go is attempting to deploy a commit to the **louis030195's projects** Team on [Vercel](https://vercel.com).

A member of the Team first needs to [authorize it](https://vercel.com/git/authorize?team=louis030195's%20projects&type=github&job=%7B%22headInfo%22%3A%7B%22sha%22%3A%221786835b589118e30293b4fa61a80b7be6662f59%22%7D%2C%22id%22%3A%22QmPKXiJHFU8KrKHFVYuiZzgc3xhqDszBugfxrXHNCa4QsT%22%2C%22org%22%3A%22mediar-ai%22%2C%22prId%22%3A1684%2C%22repo%22%3A%22screenpipe%22%7D).

",NEGATIVE,0.9976338148117065
1684,fix: syntax error in install.ps1,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1685)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",NEGATIVE,0.9954337477684021
1684,fix: syntax error in install.ps1,thx,POSITIVE,0.5395302772521973
1683,Add: Client screenshot to server,"@rhysqi is attempting to deploy a commit to the **louis030195's projects** Team on [Vercel](https://vercel.com).

A member of the Team first needs to [authorize it](https://vercel.com/git/authorize?team=louis030195's%20projects&type=github&job=%7B%22headInfo%22%3A%7B%22sha%22%3A%22d0ba701ffae290008b8f113302ee99b78f9a7769%22%7D%2C%22id%22%3A%22QmcDyitaGfdVZWy4j6S32raumrAXmPxQ2DsKcSfHrWRut5%22%2C%22org%22%3A%22mediar-ai%22%2C%22prId%22%3A1683%2C%22repo%22%3A%22screenpipe%22%7D).

",NEGATIVE,0.9972113966941833
1683,Add: Client screenshot to server,"how do i test with my own server?

like with domain name and password stuff ",NEGATIVE,0.9985203146934509
1683,Add: Client screenshot to server,"You need to enable FTP on the server. You can enable it from `Turn Windows Features on and off` on the Windows server.
![image](https://github.com/user-attachments/assets/3ebfb0a1-f2d9-46db-af3b-49ddc16e487a)

After that, you can start and check FTP services from powershell as administrator using this command on the Windows Server
![image](https://github.com/user-attachments/assets/cd9467d4-48ab-4fb9-8e77-c873b271165b)

Don't forget to allow user for using FTP from Internet Information Service (IIS)
![image](https://github.com/user-attachments/assets/43fbc694-dc6b-4cea-b374-6f02ad7525ae)

After all are ready, we can go to the next step for sending screenshot to the Windows Server. This is provided example from my devices.
![image](https://github.com/user-attachments/assets/6e30d35a-a8de-435a-ad2d-3bd51409c760)

This is provided binary for test the program
[Program.zip](https://github.com/user-attachments/files/19473173/Program.zip)
",NEGATIVE,0.9793749451637268
1683,Add: Client screenshot to server,"Hi @louis030195, is there any specific constraint that you encounter with? If so, may i help you to with it? I'm just doing follow up and need to know my PR progress after more than 3 days.",NEGATIVE,0.9968870282173157
1683,Add: Client screenshot to server,can you share environment i can test this? like VMs and stuff,NEGATIVE,0.9406667947769165
1683,Add: Client screenshot to server,"Ok, we can test it using DriveHQ. Can I send credentials via your Discord DM?",NEGATIVE,0.9948200583457947
1683,Add: Client screenshot to server,@louis030195 i've already sent it to your discord DM for testing stuff. Please check it soon.,POSITIVE,0.9643312692642212
1683,Add: Client screenshot to server,@louis030195 had you test it? Just checking my PR progress if there is any problem there.,NEGATIVE,0.9966334700584412
1683,Add: Client screenshot to server,"@louis030195 It's already been a weeks. Does this solution approved?
If this solution not acceptable, please tell me why it's not approved. ",NEGATIVE,0.9993860721588135
1683,Add: Client screenshot to server,@louis030195 ?,NEGATIVE,0.9761518836021423
1683,Add: Client screenshot to server,"> @louis030195 ?

there is still no answer from the author.",NEGATIVE,0.9996358156204224
1683,Add: Client screenshot to server,"work is too low quality, wasting my time ",NEGATIVE,0.9997830986976624
1681,Compute use nextjs,"[vc]: #+iH115x/EPyrXekqVMhk+5QdKZKx5efCREhpgey46Ao=:eyJpc01vbm9yZXBvIjp0cnVlLCJ0eXBlIjoiZ2l0aHViIiwicHJvamVjdHMiOlt7Im5hbWUiOiJzY3JlZW5waXBlIiwibGl2ZUZlZWRiYWNrIjp7InJlc29sdmVkIjowLCJ1bnJlc29sdmVkIjowLCJ0b3RhbCI6MCwibGluayI6InNjcmVlbnBpcGUtZ2l0LWNvbXB1dGUtdXNlLW5leHRqcy1sb3VpczAzMDE5NXMtcHJvamVjdHMudmVyY2VsLmFwcCJ9LCJpbnNwZWN0b3JVcmwiOiJodHRwczovL3ZlcmNlbC5jb20vbG91aXMwMzAxOTVzLXByb2plY3RzL3NjcmVlbnBpcGUvQ3g3S2QyR1lSbTVYaGdXa25rQUNyRFdOaVdqMyIsInByZXZpZXdVcmwiOiJzY3JlZW5waXBlLWdpdC1jb21wdXRlLXVzZS1uZXh0anMtbG91aXMwMzAxOTVzLXByb2plY3RzLnZlcmNlbC5hcHAiLCJuZXh0Q29tbWl0U3RhdHVzIjoiREVQTE9ZRUQiLCJyb290RGlyZWN0b3J5IjoiY29udGVudC9kb2NzIn1dfQ==
**The latest updates on your projects**. Learn more about [Vercel for Git ↗︎](https://vercel.link/github-learn-more)

| Name | Status | Preview | Comments | Updated (UTC) |
| :--- | :----- | :------ | :------- | :------ |
| **screenpipe** | ✅ Ready ([Inspect](https://vercel.com/louis030195s-projects/screenpipe/Cx7Kd2GYRm5XhgWknkACrDWNiWj3)) | [Visit Preview](https://screenpipe-git-compute-use-nextjs-louis030195s-projects.vercel.app) | 💬 [**Add feedback**](https://vercel.live/open-feedback/screenpipe-git-compute-use-nextjs-louis030195s-projects.vercel.app?via=pr-comment-feedback-link) | Mar 26, 2025 2:19am |

",NEGATIVE,0.9873238801956177
1681,Compute use nextjs,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1682)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",NEGATIVE,0.9954277276992798
1678,Control computer,"[vc]: #Fz99IcRdEHg8nx7+P8RHxLndCPIVEh2yIhg5OfG5/RA=:eyJpc01vbm9yZXBvIjp0cnVlLCJ0eXBlIjoiZ2l0aHViIiwicHJvamVjdHMiOlt7Im5hbWUiOiJzY3JlZW5waXBlIiwiaW5zcGVjdG9yVXJsIjoiaHR0cHM6Ly92ZXJjZWwuY29tL2xvdWlzMDMwMTk1cy1wcm9qZWN0cy9zY3JlZW5waXBlL0dTQW05dFpEYjdIaGhacjRjdU5xa2UxamZkbXUiLCJwcmV2aWV3VXJsIjoic2NyZWVucGlwZS1naXQtY29udHJvbC1jb21wdXRlci1sb3VpczAzMDE5NXMtcHJvamVjdHMudmVyY2VsLmFwcCIsIm5leHRDb21taXRTdGF0dXMiOiJERVBMT1lFRCIsImxpdmVGZWVkYmFjayI6eyJyZXNvbHZlZCI6MCwidW5yZXNvbHZlZCI6MCwidG90YWwiOjAsImxpbmsiOiJzY3JlZW5waXBlLWdpdC1jb250cm9sLWNvbXB1dGVyLWxvdWlzMDMwMTk1cy1wcm9qZWN0cy52ZXJjZWwuYXBwIn0sInJvb3REaXJlY3RvcnkiOiJjb250ZW50L2RvY3MifV19
**The latest updates on your projects**. Learn more about [Vercel for Git ↗︎](https://vercel.link/github-learn-more)

| Name | Status | Preview | Comments | Updated (UTC) |
| :--- | :----- | :------ | :------- | :------ |
| **screenpipe** | ✅ Ready ([Inspect](https://vercel.com/louis030195s-projects/screenpipe/GSAm9tZDb7HhhZr4cuNqke1jfdmu)) | [Visit Preview](https://screenpipe-git-control-computer-louis030195s-projects.vercel.app) | 💬 [**Add feedback**](https://vercel.live/open-feedback/screenpipe-git-control-computer-louis030195s-projects.vercel.app?via=pr-comment-feedback-link) | Mar 25, 2025 5:11pm |

",NEGATIVE,0.9918773174285889
1678,Control computer,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1679)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",NEGATIVE,0.9956252574920654
1675,fix: improve benchmarks and handle platform-specific code,"@divanshu-go is attempting to deploy a commit to the **louis030195's projects** Team on [Vercel](https://vercel.com).

A member of the Team first needs to [authorize it](https://vercel.com/git/authorize?team=louis030195's%20projects&type=github&job=%7B%22headInfo%22%3A%7B%22sha%22%3A%222dfbc04eb04cb5831290735a4a21ba6ef41bf33b%22%7D%2C%22id%22%3A%22Qmd7LHTPhjJZAJuU3vpp9whyPdvRewK29nURUYVZCmiZiR%22%2C%22org%22%3A%22mediar-ai%22%2C%22prId%22%3A1675%2C%22repo%22%3A%22screenpipe%22%7D).

",NEGATIVE,0.9975919723510742
1675,fix: improve benchmarks and handle platform-specific code,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1676)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",NEGATIVE,0.9948796033859253
1675,fix: improve benchmarks and handle platform-specific code,"Hey @louis030195, this issue was preventing cargo clippy, fmt, udeps, and several other commands from running on non-macOS hardware.",NEGATIVE,0.9980940222740173
1675,fix: improve benchmarks and handle platform-specific code,thx,POSITIVE,0.5395302772521973
1672,hackathon ,"@m13v is attempting to deploy a commit to the **louis030195's projects** Team on [Vercel](https://vercel.com).

A member of the Team first needs to [authorize it](https://vercel.com/git/authorize?team=louis030195's%20projects&type=github&job=%7B%22headInfo%22%3A%7B%22sha%22%3A%2251238ae4ec4d73fe8d781538bdf0e52f62302d0c%22%7D%2C%22id%22%3A%22QmUKLrjuQgK2FXEz7tY2VgRJWZwDo2vbXxtNr2Hdd86uHh%22%2C%22org%22%3A%22mediar-ai%22%2C%22prId%22%3A1672%2C%22repo%22%3A%22screenpipe%22%7D).

",NEGATIVE,0.997992753982544
1672,hackathon ,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1673)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",NEGATIVE,0.9948430061340332
1670,Fix app settings resetting,"Someone is attempting to deploy a commit to the **louis030195's projects** Team on [Vercel](https://vercel.com).

A member of the Team first needs to [authorize it](https://vercel.com/git/authorize?team=louis030195's%20projects&type=github&job=%7B%22headInfo%22%3A%7B%22sha%22%3A%22c57cf095a206b1c31a6545ee09f9b40f2d45ac91%22%7D%2C%22id%22%3A%22QmTSunw6s69GJK1ixphEHzw9KvgCVGHWXJxg1YfL45x9cg%22%2C%22org%22%3A%22mediar-ai%22%2C%22prId%22%3A1670%2C%22repo%22%3A%22screenpipe%22%7D).

",NEGATIVE,0.997174859046936
1670,Fix app settings resetting,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1671)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",NEGATIVE,0.9948430061340332
1670,Fix app settings resetting,how do you reproduce currently?,NEGATIVE,0.9928996562957764
1670,Fix app settings resetting,"it's hard to reproduce.

closing this pr. this is doesn't fix the issue",NEGATIVE,0.9997979998588562
